strategy_name,initial_burn_rate,team_size_total,run,survived,survival_time,market_fit,market_share,peak_market_share,growth_rate,feature_completeness,technical_debt,bug_count,code_quality,brand_awareness,revenue,cash_runway,runway_used,runway_efficiency,funding_rounds,pivots_used,time_to_profitability,burn_multiple
Extreme Growth,30.0,50,4,True,200,100.0,17.549670385764628,19.95227041554372,0.08713602449618069,122.07643009021999,20.172402982326826,0.0,65.10790913342952,99.99999999999999,351.01292818001457,49198.74736110639,100.06358327987807,0.1754967038576463,0,0,0,8.51645789351773
Extreme Growth,30.0,50,5,True,200,100.0,15.77354080286993,20.979323887621412,0.08550124157572889,121.3195427302335,20.260688769925984,0.0,64.4102599786694,99.99999999999999,310.74475652698646,48560.81094434065,100.06358327987807,0.1577354080286993,0,0,0,8.41013515739011
Extreme Growth,30.0,50,6,True,200,100.0,16.089343421242607,19.241664506339607,0.08447717272621848,120.9314257312212,20.415495622078378,0.0,63.97708811971016,99.99999999999999,290.98068656577146,44186.21693509084,100.06358327987807,0.16089343421242608,0,0,0,7.681036155848475
Extreme Growth,30.0,50,7,True,200,100.0,19.64029574531946,20.359071572676314,0.09860195092644726,120.80295484945952,21.51098161659964,0.0,63.743337560857725,99.99999999999999,381.21291334001967,45608.732370812766,100.06358327987807,0.19640295745319458,0,0,0,7.918122061802127
Extreme Growth,30.0,50,8,True,200,100.0,16.404282718785492,19.38275573562282,0.07923107173458083,122.54852700759103,19.996472202676653,0.0,65.68321448314194,99.99999999999999,325.2966381431659,47554.88458184945,100.06358327987807,0.16404282718785493,0,0,0,8.242480763641574
Extreme Growth,30.0,50,9,True,200,100.0,20.351179740033945,20.351179740033945,0.09778316132614429,120.31411415236047,20.425404878038655,0.0,63.30955603456781,99.99999999999999,400.555035303793,46517.9345330077,100.06358327987807,0.20351179740033945,0,0,0,8.069655755501282
Extreme Growth,30.0,50,10,True,200,100.0,19.916500659292073,19.916500659292073,0.09619315685882522,120.05499706401201,20.529518529405983,0.0,62.86846872675099,99.99999999999999,388.1599126667872,45869.50407740629,100.06358327987807,0.19916500659292072,0,0,0,7.961584012901052
Extreme Growth,30.0,50,11,True,200,100.0,18.565988762030138,20.128168721668946,0.08852630937860978,120.24100803134884,20.6634076124459,0.0,63.38370833231119,99.99999999999999,356.3095019479832,44008.56239190342,100.06358327987807,0.1856598876203014,0,0,0,7.651427065317238
Extreme Growth,30.0,50,12,True,200,100.0,17.703719440921304,18.34072986572778,0.08356388669706209,119.30485835006307,20.60706781242155,0.0,62.155157253658274,99.99999999999999,322.25373719360886,44972.67473241901,100.06358327987807,0.17703719440921303,0,0,0,7.81211245540317
Extreme Growth,30.0,50,13,True,200,100.0,18.19806900476258,19.042571741003496,0.0898369942012619,120.89190451001558,20.328527088068693,0.0,63.80643945681789,99.99999999999999,358.6822311685323,46379.7481280089,100.06358327987807,0.1819806900476258,0,0,0,8.046624688001483
Extreme Growth,30.0,50,14,True,200,100.0,18.641422975201387,20.38176747244078,0.09849416707936591,121.74129310385635,20.25253031634289,0.0,64.86407734426582,99.99999999999999,353.69963569563953,42185.83827817695,100.06358327987807,0.18641422975201385,0,0,0,7.3476397130294915
Extreme Growth,30.0,50,15,True,200,100.0,18.93624604609205,19.317623736748853,0.0891951116184741,116.63757075921639,21.15532716270191,0.0,59.20222243984116,99.99999999999999,381.33878624098634,44624.93309181317,100.06358327987807,0.1893624604609205,0,0,0,7.754155515302196
Extreme Growth,30.0,50,16,True,200,100.0,18.289207416540563,19.80266555637746,0.08793010037899304,121.86097921831856,20.16470650102667,0.0,64.9252207392272,99.99999999999999,348.4674128925613,50043.80366456186,100.06358327987807,0.18289207416540562,0,0,0,8.657300610760311
Extreme Growth,30.0,50,17,True,200,100.0,19.545003725334634,19.545003725334634,0.0905037091559039,120.48696905986259,20.48945260423607,0.0,63.35342864425655,99.99999999999999,378.74234454170613,46134.935885834166,100.06358327987807,0.19545003725334634,0,0,0,8.005822647639025
Extreme Growth,30.0,50,18,True,200,100.0,17.510773776144198,18.348079790251028,0.08914608042464826,120.29885601309877,20.430163541121722,0.0,63.164720013591186,99.99999999999999,335.2309463328181,45460.17356833356,100.06358327987807,0.17510773776144198,0,0,0,7.893362261388926
Extreme Growth,30.0,50,19,True,200,100.0,19.435237333955822,21.67465539910832,0.1035988277222398,122.01682126731318,20.100482507376302,0.0,65.14060555611013,99.99999999999999,378.5252310371157,50074.64575204262,100.06358327987807,0.1943523733395582,0,0,0,8.662440958673773
Extreme Growth,30.0,50,20,True,200,100.0,19.783724221242714,20.02169874548044,0.09810632075241565,120.46962766327209,20.465876628746113,0.0,63.56325105321694,99.99999999999999,383.55255497710664,44771.77850537339,100.06358327987807,0.19783724221242716,0,0,0,7.778629750895564
